#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Cutibacterium acnes","JCM 18919",20872,SAMD00115725 ,PRJDB6885,"Terrabacteria group","Actinobacteria",GCA_003131265.1 ,2.61822,60,-,BFFM01,226,-,-,2018/05/14,2018/05/15,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/131/265/GCA_003131265.1_ASM313126v1
"Cutibacterium acnes","Asn12",20872,SAMN09356182 ,PRJNA474621,"Terrabacteria group","Actinobacteria",GCA_003226435.1 ,2.48488,60,-,QKRC01,2,2480,2098,2018/06/13,2018/06/13,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/226/435/GCA_003226435.1_ASM322643v1
"Cutibacterium acnes","S2_005_002_R2_31",-,SAMN07426531 ,PRJNA376580,"Terrabacteria group","Actinobacteria",GCA_003243365.1 ,2.34164,60.2,-,QFPZ01,624,2775,2592,2018/06/18,2018/06/18,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/243/365/GCA_003243365.1_ASM324336v1
"Cutibacterium acnes","T35877",21935,SAMN07713794 ,PRJNA393885,"Terrabacteria group","Actinobacteria",GCA_003384685.1 ,2.27997,54.6,-,PCNV01,61,2295,2134,2018/08/13,2018/08/13,Contig,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/384/685/GCA_003384685.1_ASM338468v1
"Cutibacterium acnes","119_PAVI",20872,SAMN03197149 ,PRJNA267549,"Terrabacteria group","Actinobacteria",GCA_001062245.1 (contaminated),4.88617,59.7,-,JVZP01,195,-,-,2015/07/10,2016/07/13,Scaffold,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/062/245/GCA_001062245.1_ASM106224v1
"Cutibacterium acnes","PMH5",20872,SAMN03975844 ,PRJNA292393,"Terrabacteria group","Actinobacteria",GCA_001297145.1 ,2.56656,59.9,-,LJAS01,15,2368,2069,2015/09/22,2015/11/24,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/297/145/GCF_001297145.1_ASM129714v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/297/145/GCA_001297145.1_ASM129714v1
"Cutibacterium acnes","PMH7",20872,SAMN03975845 ,PRJNA292394,"Terrabacteria group","Actinobacteria",GCA_001297165.1 ,2.56782,59.9,-,LJAT01,13,2372,2074,2015/09/22,2015/11/24,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/297/165/GCF_001297165.1_ASM129716v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/297/165/GCA_001297165.1_ASM129716v1
"Cutibacterium acnes","UBA1564",-,SAMN06455029 ,PRJNA348753,"Terrabacteria group","Actinobacteria",GCA_002322935.1 ,2.28067,59.8,-,DCOS01,104,-,-,2017/09/21,2017/09/21,Scaffold,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/322/935/GCA_002322935.1_ASM232293v1
"Cutibacterium acnes","UBA3960",-,SAMN06454031 ,PRJNA348753,"Terrabacteria group","Actinobacteria",GCA_002385275.1 ,2.44262,59.4,-,DGDE01,88,-,-,2017/09/28,2017/09/28,Scaffold,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/385/275/GCA_002385275.1_ASM238527v1
"Cutibacterium acnes","UBA11121",-,SAMN08018038 ,PRJNA417962,"Terrabacteria group","Actinobacteria",GCA_003457185.1 ,1.50354,56.9,-,DMSE01,318,1767,1639,2018/09/05,2018/09/05,Scaffold,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/457/185/GCA_003457185.1_ASM345718v1
"Cutibacterium acnes","UBA9075",-,SAMN08019925 ,PRJNA417962,"Terrabacteria group","Actinobacteria",GCA_003541535.1 ,2.34373,53.4,-,DPMJ01,186,3039,2716,2018/09/10,2018/09/10,Scaffold,-,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/541/535/GCA_003541535.1_ASM354153v1
