#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
"Staphylococcus epidermidis","LRKNS014",19993,SAMN04542849 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622575.1 ,2.39954,32.2,-,LWAT01,72,2415,2306,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/575/GCF_001622575.1_ASM162257v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/575/GCA_001622575.1_ASM162257v1
"Staphylococcus epidermidis","LRKNS017",19993,SAMN04605207 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622605.1 ,2.69968,31.9,-,LWAU01,101,2746,2606,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/605/GCF_001622605.1_ASM162260v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/605/GCA_001622605.1_ASM162260v1
"Staphylococcus epidermidis","LRKNS020",19993,SAMN04605224 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622625.1 ,2.74246,31.8,-,LWAV01,72,2800,2657,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/625/GCF_001622625.1_ASM162262v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/625/GCA_001622625.1_ASM162262v1
"Staphylococcus epidermidis","LRKNS026",19993,SAMN04605225 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622635.1 ,2.72938,31.9,-,LWAW01,96,2780,2637,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/635/GCF_001622635.1_ASM162263v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/635/GCA_001622635.1_ASM162263v1
"Staphylococcus epidermidis","LRKNS029",19993,SAMN04605226 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622665.1 ,2.72039,31.8,-,LWAX01,72,2773,2640,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/665/GCF_001622665.1_ASM162266v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/665/GCA_001622665.1_ASM162266v1
"Staphylococcus epidermidis","LRKNS037",19993,SAMN04605648 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622685.1 ,2.71421,31.9,-,LWAY01,77,2770,2637,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/685/GCF_001622685.1_ASM162268v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/685/GCA_001622685.1_ASM162268v1
"Staphylococcus epidermidis","LRKNS039",19993,SAMN04605651 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622695.1 ,2.74961,31.8,-,LWAZ01,79,2794,2660,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/695/GCF_001622695.1_ASM162269v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/695/GCA_001622695.1_ASM162269v1
"Staphylococcus epidermidis","LRKNS042",19993,SAMN04605653 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622705.1 ,2.55839,32,-,LWBA01,62,2596,2475,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/705/GCF_001622705.1_ASM162270v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/705/GCA_001622705.1_ASM162270v1
"Staphylococcus epidermidis","LRKNS046",19993,SAMN04605708 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622715.1 ,2.64812,31.9,-,LWBB01,75,2671,2553,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/715/GCF_001622715.1_ASM162271v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/715/GCA_001622715.1_ASM162271v1
"Staphylococcus epidermidis","LRKNS050",19993,SAMN04605711 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622755.1 ,2.75279,31.8,-,LWBD01,69,2810,2666,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/755/GCF_001622755.1_ASM162275v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/755/GCA_001622755.1_ASM162275v1
"Staphylococcus epidermidis","LRKNS048",19993,SAMN04605709 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622785.1 ,2.68691,31.9,-,LWBC01,110,2742,2603,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/785/GCF_001622785.1_ASM162278v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/785/GCA_001622785.1_ASM162278v1
"Staphylococcus epidermidis","LRKNS054",19993,SAMN04605739 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622805.1 ,2.73035,31.8,-,LWBE01,67,2781,2649,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/805/GCF_001622805.1_ASM162280v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/805/GCA_001622805.1_ASM162280v1
"Staphylococcus epidermidis","LRKNS056",19993,SAMN04605740 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622825.1 ,2.71378,31.8,-,LWBF01,64,2784,2626,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/825/GCF_001622825.1_ASM162282v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/825/GCA_001622825.1_ASM162282v1
"Staphylococcus epidermidis","LRKNS057",19993,SAMN04605741 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622835.1 ,2.48457,32,-,LWBG01,84,2512,2396,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/835/GCF_001622835.1_ASM162283v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/835/GCA_001622835.1_ASM162283v1
"Staphylococcus epidermidis","LRKNS059",19993,SAMN04605742 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622865.1 ,2.6939,31.8,-,LWBH01,90,2751,2598,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/865/GCF_001622865.1_ASM162286v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/865/GCA_001622865.1_ASM162286v1
"Staphylococcus epidermidis","LRKNS068",19993,SAMN04606872 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622875.1 ,2.71686,31.8,-,LWBI01,68,2801,2625,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/875/GCF_001622875.1_ASM162287v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/875/GCA_001622875.1_ASM162287v1
"Staphylococcus epidermidis","LRKNS072",19993,SAMN04606875 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001622905.1 ,2.71766,31.8,-,LWBJ01,65,2778,2621,2016/04/15,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/622/905/GCF_001622905.1_ASM162290v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/622/905/GCA_001622905.1_ASM162290v1
"Staphylococcus epidermidis","MF1789",19993,SAMN04479462 ,PRJNA311173,"Terrabacteria group","Firmicutes",GCA_001651265.1 ,2.4846,32,-,LSKW01,76,2441,2296,2016/05/25,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/265/GCF_001651265.1_ASM165126v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/265/GCA_001651265.1_ASM165126v1
"Staphylococcus epidermidis","AOKB02",19993,SAMN05150050 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658445.1 ,2.54972,32,-,LYPZ01,73,2528,2385,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/445/GCF_001658445.1_ASM165844v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/445/GCA_001658445.1_ASM165844v1
"Staphylococcus epidermidis","Bt1p3",19993,SAMN05150049 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658455.1 ,2.46379,32.1,-,LYPY01,51,2450,2317,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/455/GCF_001658455.1_ASM165845v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/455/GCA_001658455.1_ASM165845v1
"Staphylococcus epidermidis","AHKF08",19993,SAMN05173253 ,PRJNA319645,"Terrabacteria group","Firmicutes",GCA_001658465.1 ,2.45618,32.1,-,LYQD01,49,2456,2314,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/465/GCF_001658465.1_ASM165846v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/465/GCA_001658465.1_ASM165846v1
"Staphylococcus epidermidis","A1KF08",19993,SAMN05150008 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658475.1 ,2.47573,32,-,LYPX01,96,2439,2289,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/475/GCF_001658475.1_ASM165847v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/475/GCA_001658475.1_ASM165847v1
"Staphylococcus epidermidis","Qt1p44",19993,SAMN05150063 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658525.1 ,2.37754,32.1,-,LYQE01,56,2320,2219,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/525/GCF_001658525.1_ASM165852v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/525/GCA_001658525.1_ASM165852v1
"Staphylococcus epidermidis","KED12",19993,SAMN05150058 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658535.1 ,2.3996,32.1,-,LYQA01,72,2338,2219,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/535/GCF_001658535.1_ASM165853v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/535/GCA_001658535.1_ASM165853v1
"Staphylococcus epidermidis","XE_C06",19993,SAMN05150064 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001658555.1 ,2.49695,32,-,LYQB01,75,2466,2312,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/555/GCF_001658555.1_ASM165855v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/555/GCA_001658555.1_ASM165855v1
"Staphylococcus epidermidis","AEEG06",19993,SAMN05173250 ,PRJNA319645,"Terrabacteria group","Firmicutes",GCA_001658565.1 ,2.45648,32.1,-,LYQC01,50,2452,2318,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/565/GCF_001658565.1_ASM165856v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/565/GCA_001658565.1_ASM165856v1
"Staphylococcus epidermidis","KEB09",19993,SAMN05173251 ,PRJNA319645,"Terrabacteria group","Firmicutes",GCA_001658605.1 ,2.27886,32.3,-,LYQF01,149,2257,2125,2016/06/06,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/605/GCF_001658605.1_ASM165860v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/605/GCA_001658605.1_ASM165860v1
"Staphylococcus epidermidis","LRKNS081",19993,SAMN04940133 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658625.1 ,2.31158,32.2,-,LXRQ01,95,2327,2218,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/625/GCF_001658625.1_ASM165862v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/625/GCA_001658625.1_ASM165862v1
"Staphylococcus epidermidis","LRKNS079",19993,SAMN04940123 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658635.1 ,2.66855,31.9,-,LXRO01,77,2748,2583,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/635/GCF_001658635.1_ASM165863v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/635/GCA_001658635.1_ASM165863v1
"Staphylococcus epidermidis","LRKNS082",19993,SAMN04940134 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658645.1 ,2.67808,31.9,-,LXRR01,111,2747,2575,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/645/GCF_001658645.1_ASM165864v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/645/GCA_001658645.1_ASM165864v1
"Staphylococcus epidermidis","LRKNS073",19993,SAMN04942501 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658705.1 ,2.71826,31.8,-,LXRT01,79,2788,2618,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/705/GCF_001658705.1_ASM165870v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/705/GCA_001658705.1_ASM165870v1
"Staphylococcus epidermidis","LRKNS087",19993,SAMN04942509 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658715.1 ,2.60272,31.9,-,LXRX01,59,2650,2479,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/715/GCF_001658715.1_ASM165871v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/715/GCA_001658715.1_ASM165871v1
"Staphylococcus epidermidis","LRKNS089",19993,SAMN04942511 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658725.1 ,2.74965,31.8,-,LXRY01,88,2810,2667,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/725/GCF_001658725.1_ASM165872v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/725/GCA_001658725.1_ASM165872v1
"Staphylococcus epidermidis","LRKNS085",19993,SAMN04942505 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658785.1 ,2.71186,31.8,-,LXRV01,93,2793,2613,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/785/GCF_001658785.1_ASM165878v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/785/GCA_001658785.1_ASM165878v1
"Staphylococcus epidermidis","LRKNS092",19993,SAMN04942517 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658805.1 ,2.71556,31.8,-,LXRZ01,72,2781,2615,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/805/GCF_001658805.1_ASM165880v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/805/GCA_001658805.1_ASM165880v1
"Staphylococcus epidermidis","LRKNS093",19993,SAMN04942519 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658815.1 ,2.72065,31.8,-,LXSA01,82,2789,2623,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/815/GCF_001658815.1_ASM165881v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/815/GCA_001658815.1_ASM165881v1
"Staphylococcus epidermidis","LRKNS086",19993,SAMN04942507 ,PRJNA314440,"Terrabacteria group","Firmicutes",GCA_001658865.1 ,2.57432,32,-,LXRW01,72,2600,2475,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/865/GCF_001658865.1_ASM165886v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/865/GCA_001658865.1_ASM165886v1
"Staphylococcus epidermidis","ALKB06",19993,SAMN04962397 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658885.1 ,2.46357,32.1,-,LYRX01,123,2470,2286,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/885/GCF_001658885.1_ASM165888v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/885/GCA_001658885.1_ASM165888v1
"Staphylococcus epidermidis","Ae-e06",19993,SAMN04962390 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658895.1 ,2.51176,32,-,LYRW01,73,2516,2348,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/895/GCF_001658895.1_ASM165889v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/895/GCA_001658895.1_ASM165889v1
"Staphylococcus epidermidis","Lt3p20",19993,SAMN04962399 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658905.1 ,2.50255,32,-,LYRY01,78,2485,2340,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/905/GCF_001658905.1_ASM165890v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/905/GCA_001658905.1_ASM165890v1
"Staphylococcus epidermidis","pK_B01",19993,SAMN04962888 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658945.1 ,2.53023,31.9,-,LYRZ01,92,2547,2378,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/945/GCF_001658945.1_ASM165894v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/945/GCA_001658945.1_ASM165894v1
"Staphylococcus epidermidis","Kt1p58",19993,SAMN04962890 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658985.1 ,2.52615,32,-,LYSB01,93,2508,2358,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/985/GCF_001658985.1_ASM165898v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/985/GCA_001658985.1_ASM165898v1
"Staphylococcus epidermidis","B2461",19993,SAMN04962894 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001658995.1 ,2.73081,31.8,-,LYSF01,89,2784,2616,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/658/995/GCF_001658995.1_ASM165899v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/658/995/GCA_001658995.1_ASM165899v1
"Staphylococcus epidermidis","B16261",19993,SAMN04963293 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659025.1 ,2.64011,31.8,-,LYSL01,71,2683,2514,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/025/GCF_001659025.1_ASM165902v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/025/GCA_001659025.1_ASM165902v1
"Staphylococcus epidermidis","B647",19993,SAMN04962891 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659045.1 ,2.63899,31.8,-,LYSC01,65,2681,2515,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/045/GCF_001659045.1_ASM165904v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/045/GCA_001659045.1_ASM165904v1
"Staphylococcus epidermidis","B59",19993,SAMN04962892 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659065.1 ,2.66774,31.8,-,LYSD01,73,2715,2562,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/065/GCF_001659065.1_ASM165906v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/065/GCA_001659065.1_ASM165906v1
"Staphylococcus epidermidis","B2731",19993,SAMN04962893 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659075.1 ,2.67498,31.8,-,LYSE01,79,2737,2565,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/075/GCF_001659075.1_ASM165907v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/075/GCA_001659075.1_ASM165907v1
"Staphylococcus epidermidis","B7234",19993,SAMN04962895 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659105.1 ,2.74009,31.8,-,LYSG01,88,2797,2653,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/105/GCF_001659105.1_ASM165910v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/105/GCA_001659105.1_ASM165910v1
"Staphylococcus epidermidis","B10873",19993,SAMN04962896 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659125.1 ,2.7608,31.8,-,LYSH01,91,2815,2666,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/125/GCF_001659125.1_ASM165912v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/125/GCA_001659125.1_ASM165912v1
"Staphylococcus epidermidis","B12142",19993,SAMN04962897 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659145.1 ,2.66576,31.8,-,LYSI01,83,2719,2561,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/145/GCF_001659145.1_ASM165914v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/145/GCA_001659145.1_ASM165914v1
"Staphylococcus epidermidis","B12916",19993,SAMN04962913 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659165.1 ,2.62793,31.8,-,LYSJ01,69,2661,2502,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/165/GCF_001659165.1_ASM165916v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/165/GCA_001659165.1_ASM165916v1
"Staphylococcus epidermidis","B13258",19993,SAMN04963291 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659185.1 ,2.60403,31.9,-,LYSK01,89,2641,2476,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/185/GCF_001659185.1_ASM165918v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/185/GCA_001659185.1_ASM165918v1
"Staphylococcus epidermidis","B13587",19993,SAMN04963294 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659205.1 ,2.63472,31.8,-,LYSM01,76,2679,2516,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/205/GCF_001659205.1_ASM165920v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/205/GCA_001659205.1_ASM165920v1
"Staphylococcus epidermidis","ENVL300",19993,SAMN05187218 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659225.1 ,2.41799,32.1,-,LYVS01,94,2398,2234,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/225/GCF_001659225.1_ASM165922v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/225/GCA_001659225.1_ASM165922v1
"Staphylococcus epidermidis","ENVH131",19993,SAMN05185270 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659235.1 ,2.71873,31.8,-,LYVR01,80,2782,2616,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/235/GCF_001659235.1_ASM165923v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/235/GCA_001659235.1_ASM165923v1
"Staphylococcus epidermidis","ENVH350",19993,SAMN05187225 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659245.1 ,2.45778,32,-,LYVU01,49,2420,2293,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/245/GCF_001659245.1_ASM165924v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/245/GCA_001659245.1_ASM165924v1
"Staphylococcus epidermidis","ENVH144",19993,SAMN05187232 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001659255.1 ,2.49988,32.1,-,LYWB01,73,2485,2345,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/255/GCF_001659255.1_ASM165925v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/255/GCA_001659255.1_ASM165925v1
"Staphylococcus epidermidis","ENVP605",19993,SAMN05187217 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659305.1 ,2.50841,32.2,-,LYVV01,118,2539,2383,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/305/GCF_001659305.1_ASM165930v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/305/GCA_001659305.1_ASM165930v1
"Staphylococcus epidermidis","ENVH113",19993,SAMN05187224 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659315.1 ,2.48291,31.9,-,LYVT01,57,2491,2343,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/315/GCF_001659315.1_ASM165931v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/315/GCA_001659315.1_ASM165931v1
"Staphylococcus epidermidis","ENVH150",19993,SAMN05187226 ,PRJNA319642,"Terrabacteria group","Firmicutes",GCA_001659345.1 ,2.71651,31.8,-,LYVW01,95,2802,2620,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/345/GCF_001659345.1_ASM165934v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/345/GCA_001659345.1_ASM165934v1
"Staphylococcus epidermidis","ENVL_287",19993,SAMN05187229 ,PRJNA319644,"Terrabacteria group","Firmicutes",GCA_001659355.1 ,2.50268,32.1,-,LYVY01,53,2488,2348,2016/06/07,2017/03/28,Contig,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/659/355/GCF_001659355.1_ASM165935v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/659/355/GCA_001659355.1_ASM165935v1
