Sample Name,Sample Description,Sample ID,Run ID,Experiment type,Instrument model,Release version
MET0219,Human Skin Metagenome,SRS731533,SRR1631282,metagenomic,Illumina HiSeq 2000,2
MET0219,Human Skin Metagenome,SRS731533,SRR1631283,metagenomic,Illumina HiSeq 2000,2
MET0219,Human Skin Metagenome,SRS731533,SRR1631284,metagenomic,Illumina HiSeq 2000,2
MET0219,Human Skin Metagenome,SRS731533,SRR1631285,metagenomic,Illumina HiSeq 2000,2
MET0219,Human Skin Metagenome,SRS731533,SRR1631286,metagenomic,Illumina HiSeq 2000,2
MET0219,Human Skin Metagenome,SRS731533,SRR1631287,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631288,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631289,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631290,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631291,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631292,metagenomic,Illumina HiSeq 2000,2
MET0220,Human Skin Metagenome,SRS731534,SRR1631293,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631294,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631295,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631296,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631297,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631298,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631299,metagenomic,Illumina HiSeq 2000,2
MET0221,Human Skin Metagenome,SRS731535,SRR1631300,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631308,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631309,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631310,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631311,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631312,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631313,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631314,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631315,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631316,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631317,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631318,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631319,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631320,metagenomic,Illumina HiSeq 2000,2
MET0223,Human Skin Metagenome,SRS731536,SRR1631321,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631301,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631302,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631303,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631304,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631305,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631306,metagenomic,Illumina HiSeq 2000,2
MET0222,Human Skin Metagenome,SRS731537,SRR1631307,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631354,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631355,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631356,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631357,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631358,metagenomic,Illumina HiSeq 2000,2
MET0226,Human Skin Metagenome,SRS731551,SRR1631359,metagenomic,Illumina HiSeq 2000,2
MET0224,Human Skin Metagenome,SRS731552,SRR1631336,metagenomic,Illumina HiSeq 2000,2
MET0224,Human Skin Metagenome,SRS731552,SRR1631337,metagenomic,Illumina HiSeq 2000,2
MET0224,Human Skin Metagenome,SRS731552,SRR1631338,metagenomic,Illumina HiSeq 2000,2
MET0224,Human Skin Metagenome,SRS731552,SRR1631339,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631360,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631361,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631362,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631363,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631364,metagenomic,Illumina HiSeq 2000,2
MET0227,Human Skin Metagenome,SRS731553,SRR1631365,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631366,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631367,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631368,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631369,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631370,metagenomic,Illumina HiSeq 2000,2
MET0228,Human Skin Metagenome,SRS731554,SRR1631371,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631340,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631341,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631342,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631343,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631344,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631345,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631346,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631347,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631348,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631349,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631350,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631351,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631352,metagenomic,Illumina HiSeq 2000,2
MET0225,Human Skin Metagenome,SRS731555,SRR1631353,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631372,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631373,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631374,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631375,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631376,metagenomic,Illumina HiSeq 2000,2
MET0229,Human Skin Metagenome,SRS731556,SRR1631377,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631385,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631386,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631387,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631388,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631389,metagenomic,Illumina HiSeq 2000,2
MET0231,Human Skin Metagenome,SRS731557,SRR1631390,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631378,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631379,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631380,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631381,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631382,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631383,metagenomic,Illumina HiSeq 2000,2
MET0230,Human Skin Metagenome,SRS731558,SRR1631384,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631397,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631398,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631399,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631400,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631401,metagenomic,Illumina HiSeq 2000,2
MET0233,Human Skin Metagenome,SRS731559,SRR1631402,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631391,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631392,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631393,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631394,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631395,metagenomic,Illumina HiSeq 2000,2
MET0232,Human Skin Metagenome,SRS731560,SRR1631396,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631434,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631435,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631436,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631437,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631438,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631439,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631440,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631441,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631442,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631443,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631444,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631445,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631446,metagenomic,Illumina HiSeq 2000,2
MET0234,Human Skin Metagenome,SRS731588,SRR1631447,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631448,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631449,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631450,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631451,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631452,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631453,metagenomic,Illumina HiSeq 2000,2
MET0235,Human Skin Metagenome,SRS731589,SRR1631454,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631455,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631456,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631457,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631458,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631459,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631460,metagenomic,Illumina HiSeq 2000,2
MET0236,Human Skin Metagenome,SRS731590,SRR1631461,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631462,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631463,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631464,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631465,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631466,metagenomic,Illumina HiSeq 2000,2
MET0237,Human Skin Metagenome,SRS731591,SRR1631467,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631468,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631469,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631470,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631471,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631472,metagenomic,Illumina HiSeq 2000,2
MET0238,Human Skin Metagenome,SRS731592,SRR1631473,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631474,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631475,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631476,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631477,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631478,metagenomic,Illumina HiSeq 2000,2
MET0239,Human Skin Metagenome,SRS731593,SRR1631479,metagenomic,Illumina HiSeq 2000,2
MET0240,Human Skin Metagenome,SRS731594,SRR1631480,metagenomic,Illumina HiSeq 2000,2
MET0240,Human Skin Metagenome,SRS731594,SRR1631481,metagenomic,Illumina HiSeq 2000,2
MET0240,Human Skin Metagenome,SRS731594,SRR1631482,metagenomic,Illumina HiSeq 2000,2
MET0240,Human Skin Metagenome,SRS731594,SRR1631483,metagenomic,Illumina HiSeq 2000,2
MET0241,Human Skin Metagenome,SRS731595,SRR1631484,metagenomic,Illumina HiSeq 2000,2
MET0241,Human Skin Metagenome,SRS731595,SRR1631485,metagenomic,Illumina HiSeq 2000,2
MET0241,Human Skin Metagenome,SRS731595,SRR1631486,metagenomic,Illumina HiSeq 2000,2
MET0241,Human Skin Metagenome,SRS731595,SRR1631487,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631488,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631489,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631490,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631491,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631492,metagenomic,Illumina HiSeq 2000,2
MET0243,Human Skin Metagenome,SRS731596,SRR1631493,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631494,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631495,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631496,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631497,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631498,metagenomic,Illumina HiSeq 2000,2
MET0244,Human Skin Metagenome,SRS731597,SRR1631499,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631500,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631501,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631502,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631503,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631504,metagenomic,Illumina HiSeq 2000,2
MET0245,Human Skin Metagenome,SRS731598,SRR1631505,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631506,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631507,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631508,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631509,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631510,metagenomic,Illumina HiSeq 2000,2
MET0246,Human Skin Metagenome,SRS731599,SRR1631511,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631512,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631513,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631514,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631515,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631516,metagenomic,Illumina HiSeq 2000,2
MET0247,Human Skin Metagenome,SRS731600,SRR1631517,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631518,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631519,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631520,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631521,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631522,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631523,metagenomic,Illumina HiSeq 2000,2
MET0248,Human Skin Metagenome,SRS731601,SRR1631524,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631525,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631526,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631527,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631528,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631529,metagenomic,Illumina HiSeq 2000,2
MET0249,Human Skin Metagenome,SRS731602,SRR1631530,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631531,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631532,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631533,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631534,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631535,metagenomic,Illumina HiSeq 2000,2
MET0250,Human Skin Metagenome,SRS731603,SRR1631536,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631537,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631538,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631539,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631540,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631541,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631542,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631543,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631544,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631545,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631546,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631547,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631548,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631549,metagenomic,Illumina HiSeq 2000,2
MET0251,Human Skin Metagenome,SRS731604,SRR1631550,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631551,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631552,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631553,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631554,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631555,metagenomic,Illumina HiSeq 2000,2
MET0252,Human Skin Metagenome,SRS731605,SRR1631556,metagenomic,Illumina HiSeq 2000,2
MET0253,Human Skin Metagenome,SRS731606,SRR1631557,metagenomic,Illumina HiSeq 2000,2
MET0253,Human Skin Metagenome,SRS731606,SRR1631558,metagenomic,Illumina HiSeq 2000,2
MET0253,Human Skin Metagenome,SRS731606,SRR1631559,metagenomic,Illumina HiSeq 2000,2
MET0253,Human Skin Metagenome,SRS731606,SRR1631560,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631561,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631562,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631563,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631564,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631565,metagenomic,Illumina HiSeq 2000,2
MET0254,Human Skin Metagenome,SRS731607,SRR1631566,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631660,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631661,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631662,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631663,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631664,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631665,metagenomic,Illumina HiSeq 2000,2
MET0255,Human Skin Metagenome,SRS731684,SRR1631666,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631673,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631674,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631675,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631676,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631677,metagenomic,Illumina HiSeq 2000,2
MET0257,Human Skin Metagenome,SRS731685,SRR1631678,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631667,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631668,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631669,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631670,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631671,metagenomic,Illumina HiSeq 2000,2
MET0256,Human Skin Metagenome,SRS731686,SRR1631672,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631679,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631680,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631681,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631682,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631683,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631684,metagenomic,Illumina HiSeq 2000,2
MET0258,Human Skin Metagenome,SRS731687,SRR1631685,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631686,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631687,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631688,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631689,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631690,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631691,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631692,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631693,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631694,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631695,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631696,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631697,metagenomic,Illumina HiSeq 2000,2
MET0259,Human Skin Metagenome,SRS731688,SRR1631698,metagenomic,Illumina HiSeq 2000,2
